"","code_muni","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",2100907,-1.88909134368131,-0.480436201289637,0.915930528616648,1.81797271004821,-0.0399123576212107,-1.08044305509567,0.261556028844193,0.309534486947225,-0.859789969697838,0.139891048411657,-0.759065713105478,-0.435275859841985
"2",2200053,-1.89457166422334,-1.0493533098244,-2.05976689181433,0.20853921387354,0.142475056326211,0.537374801731474,-0.578516354283757,0.00787581942179583,-1.10388469123167,-1.83356081837412,-0.00610441361958631,0.978527445771683
"3",2200251,0.775501062336827,0.951038722922855,0.288228047819157,-2.08023415587829,0.776231992759472,-0.26001603623624,-1.07601411807688,0.0116870671948841,-1.5102218609975,0.293805755850532,-1.16130525239801,1.72046424767311
"4",2200277,0.694891970851108,0.409135613822619,0.138421829481764,0.629842561132128,0.594442746763848,0.357738144187432,-0.635472061047375,-3.01648267595135,-0.014143645768484,0.242903920303292,-1.00911964825145,0.142553531441606
"5",2200459,-0.667188111687888,-1.26780291402697,-0.182137406121227,-0.676782057917856,-1.28445034582055,-0.521740977065279,0.517469611570239,-0.989712441434932,0.229335279028105,-0.343003235358351,-0.0844286556590917,0.614535217008163
"6",2200509,0.188634645421082,-0.292341062544782,-0.551352285881509,0.0301457921274041,0.355587740635703,-1.36053314237261,0.751093055019066,0.796639042241876,-0.75823449292559,0.573322437000404,-0.79286859251972,0.117333646310237
"7",2200707,0.181533206403825,0.542089585314511,-0.300422646807696,-0.0239523873693189,0.881651421815671,-1.01461998376957,-0.718576654869874,0.126068196595148,-0.384782039121773,0.276518235814881,-0.760624511919708,0.265827551341039
"8",2201002,-0.543269320729969,-0.351137352879443,-0.433735545181764,0.271708172870943,0.146588334928007,-0.50472925472376,1.6917640396118,0.624492698633647,-0.74638427005686,0.207930042131945,-0.480610663989046,-0.00707705910822887
"9",2201051,-0.238462187078787,1.63568509558093,0.994197227234125,-2.09657792781755,0.0509841619967344,-0.176720445208804,-1.17442998102518,-2.64414365316194,-1.12401539127124,-0.0285084856022985,-0.911336228967463,-0.0251717209961386
"10",2201101,-0.921425010630398,0.640370319238102,-0.0656215281860082,-0.229207896140262,0.0346531547315225,-0.998934155866057,0.357068132872837,0.836105430492537,-1.26240323715253,-0.0638801825121166,-0.558399136933121,-0.895346308194387
"11",2201556,-0.631529768668385,-0.119311024719294,-2.20641652412147,-1.1113887222752,2.17684095786219,0.667983130097878,1.81409529480263,0.160410917832165,-0.923729572603293,-0.542389655800751,-0.0776860510337974,1.00550189909595
"12",2201572,-0.867885353086988,1.2352202044711,-1.36916291380253,-0.167474459905014,0.918970911732658,0.0849660973217231,-0.0689110789802335,-0.919281592992719,-0.896933386525759,0.108837459644901,0.222501443785152,0.511821748194353
"13",2201739,-2.01900696660294,-1.7527625840891,-1.08536339009901,0.512815378908434,0.219701484232199,0.901258740249514,0.208957479181683,0.299954451652928,-0.448521463023459,-0.34083614158236,-0.158713737409999,-0.036798857460669
"14",2201804,1.67191002490472,0.581629488010308,0.864894119587664,-1.49742151604841,0.168067625921546,-0.77815716936346,-0.254770292777067,0.539684376114685,-0.406642209967123,0.182301001763581,-1.49032200352449,1.8115284048831
"15",2201903,1.07217234503877,-1.2956622053954,0.0526086489312549,-1.19397431663549,-0.855891323433016,-0.999513321172691,1.03150286372024,-1.66333612884672,0.821251906842755,0.387452649984389,-0.807384524721789,-0.618139675758821
"16",2201919,-0.595958078126167,1.52813259633116,0.516990642891299,0.345363718927987,0.0383659566681751,-1.18249187189013,0.351312350709978,-0.113538830184786,-1.03898779940051,0.527090383084225,-1.1677870645855,0.274739728630673
"17",2201929,-0.0625437492378989,0.22321534188307,-1.27020560942355,0.172714836513271,1.27126042711949,-0.623339653705271,-1.03654537812245,0.247376211065671,-0.511879823775472,-0.778622606439883,-0.813324506207426,1.11496730545584
"18",2201960,-0.585369308613739,0.933340373604794,-0.138622054811658,-0.0195632069477164,-0.573379732870836,-1.27559229381281,1.38940693515349,0.413305511797877,-0.484041535797048,-0.185416202223124,-0.170999401341786,0.214820547371934
